Player,Team,Round 0,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21
MICHAEL FREDERICK,FR,0.0,0.03139828,0.02337806,0.046506092,0.13205603,0.16075712,0.022020862,0.040746525,0.022353519,0.022657733,0.29821542,0.033794034,0.022710776,0.0,0.02313016,0.026363734,0.02370321,0.039556783,0.06928197,0.022913191,0.7042171,0.025894584
JACK BOWES,GE,0.0,0.025809372,0.02550668,0.06348776,0.3268821,0.16049124,0.04858582,0.041276194,0.12605138,0.037440278,0.023211077,0.0,0.0,0.0,0.0,0.0,0.0,0.06826733,0.02853549,0.024351586,0.035666045,0.7389715
WILLEM DREW,PA,0.0,0.026034422,0.17735085,0.024278916,0.034287836,0.5785673,0.035401303,0.063566186,0.02786392,0.08176528,0.036408454,0.10177258,0.0,0.11251158,0.07253558,0.02598221,0.054599363,0.066072226,0.03773031,0.033571113,0.033505127,0.14481845
JAKE STRINGER,GW,0.0,0.0,0.0,0.026310869,0.029770244,0.046301145,0.02557716,0.022292348,0.026792148,0.023822086,0.0,0.0,0.0,0.0,0.0,0.038358886,0.0,0.043931674,0.7953251,0.54455847,0.09994619,0.023041166
MAX MICHALANNEY,AD,0.0,0.055763833,0.112447344,0.048241053,0.029905468,0.039205566,0.044241626,0.025350226,0.5515083,0.022886358,0.022267377,0.07770272,0.0400532,0.024158774,0.030106548,0.0,0.34616345,0.03943887,0.04906067,0.15941565,0.02801264,0.0
MURPHY REID,FR,0.0,0.12109641,0.027423551,0.05448796,0.058037497,0.064290084,0.04736823,0.025901513,0.022597393,0.022265352,0.03820991,0.796298,0.03970719,0.0,0.03550229,0.049138185,0.027620755,0.03557674,0.03729909,0.026351737,0.18551105,0.025325239
SAM DAVIDSON,WB,0.0,0.022939388,0.035739467,0.8735476,0.026651487,0.024701126,0.09415216,0.04619828,0.037349038,0.029283842,0.061183013,0.037290614,0.0,0.022470979,0.07326143,0.2619142,0.024193056,0.0,0.030610023,0.022267377,0.0,0.0
RORY LOBB,WB,0.0,0.030055385,0.04311494,0.04495165,0.026181282,0.03307588,0.06457588,0.028950628,0.050812587,0.023832638,0.034594808,0.027760364,0.0,0.12054141,0.19039938,0.45718348,0.028727187,0.2719962,0.024634056,0.026079493,0.04922399,0.13565256
MARK OCONNOR,GE,0.0,0.04118135,0.033119347,0.022175536,0.045426123,0.02733555,0.022768332,0.028079538,0.048897382,0.026752293,0.5425793,0.04417549,0.07791155,0.3258706,0.20560402,0.024252482,0.0,0.047409397,0.02222535,0.024201551,0.042027377,0.053633396
DION PRESTIA,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83697796,0.06394166,0.0,0.029161291,0.17443861,0.026527155,0.38633117,0.07765768,0.038033087,0.030838795
LAWSON HUMPHRIES,GE,0.0,0.2006328,0.07940415,0.03356379,0.25549313,0.07243634,0.11114705,0.035916425,0.06409456,0.0,0.13637115,0.1394824,0.038184814,0.05797745,0.10102406,0.027036833,0.0,0.045152385,0.025028082,0.040362917,0.027557967,0.17125368
JEREMY HOWE,CW,0.024995556,0.03401074,0.12137288,0.0,0.03541744,0.030095974,0.113362506,0.32417005,0.0,0.08602902,0.04905541,0.050354384,0.036694255,0.55511624,0.0,0.042678848,0.1047487,0.024398217,0.022090064,0.0,0.0,0.0
ZAK JONES,SK,0.0,0.024079585,0.67607206,0.11310193,0.024106966,0.023009125,0.024491705,0.029896436,0.0,0.0,0.0,0.04392609,0.08451321,0.0,0.02267836,0.0,0.0,0.0,0.0,0.0,0.561614,0.024017397
MARK BLICAVS,GE,0.0,0.090834275,0.2000173,0.053903826,0.0,0.025404736,0.040746417,0.031817377,0.050759904,0.35255757,0.14444219,0.025271915,0.02654387,0.16098532,0.11735125,0.029911421,0.0,0.02947063,0.06641237,0.026447501,0.058313742,0.064754315
PAUL CURTIS,NM,0.0,0.044448845,0.85451543,0.024917549,0.032008063,0.051562794,0.03899098,0.24093589,0.0,0.0,0.0,0.02897156,0.0,0.033435393,0.031346604,0.045676306,0.026443977,0.023666533,0.032097418,0.022265352,0.02323257,0.027691253
MITCH HINGE,AD,0.0,0.039928377,0.09382028,0.11737072,0.36100984,0.116704635,0.09633965,0.027387885,0.0,0.026923526,0.059616785,0.09882212,0.05433048,0.07387844,0.035652973,0.0,0.18747158,0.03386729,0.042294934,0.024700066,0.05636667,0.032067463
HARVEY LANGFORD,ME,0.0,0.022965828,0.0,0.11929176,0.021379061,0.037201,0.077017576,0.10510935,0.22690928,0.1501648,0.042577334,0.10346358,0.022478014,0.0423434,0.028704407,0.0,0.029461658,0.026403844,0.21406575,0.034120597,0.024231685,0.24690145
TIM KELLY,WC,0.0,0.029341483,0.5649449,0.030744076,0.023657294,0.0,0.07174684,0.0,0.026495405,0.02872653,0.046355035,0.029028935,0.02855354,0.02436514,0.022783317,0.0,0.022774257,0.02565082,0.0,0.026231222,0.4674066,0.091719575
HAYDEN YOUNG,FR,0.0,0.0,0.0,0.0,0.0,0.50783384,0.16682804,0.19610932,0.028369684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026388979,0.5986441,0.023820816
ADAM TRELOAR,WB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74687207,0.0,0.0,0.0,0.0,0.04517299,0.69502884,0.05817196,0.0,0.0,0.0,0.0,0.0,0.0
BEN AINSWORTH,GC,0.0,0.07208332,0.0,0.0,0.058413126,0.23636515,0.02663486,0.025005523,0.022201689,0.028530497,0.024318669,0.047098428,0.026925668,0.022090064,0.0,0.026890976,0.043764435,0.029792799,0.023801055,0.022714233,0.76717,0.025480216
KADE CHANDLER,ME,0.0,0.031102117,0.24937008,0.026567396,0.02593879,0.027224237,0.035086174,0.08229335,0.4953849,0.025643386,0.033637818,0.04414705,0.03087753,0.03259352,0.02293616,0.0,0.025270335,0.02845052,0.05524927,0.026654454,0.10866827,0.10661572
ZAC WILLIAMS,CA,0.0,0.02232373,0.022588564,0.02114966,0.032719303,0.03498388,0.8423981,0.024347678,0.0,0.0,0.0,0.0,0.0,0.09143097,0.030928846,0.06234605,0.043187227,0.08384369,0.02551568,0.039647453,0.047266975,0.0824288
CHANGKUOTH JIATH,HW,0.0,0.0,0.08306812,0.03479302,0.0,0.035686303,0.02275526,0.0,0.5675855,0.5004083,0.022830363,0.027268646,0.023696631,0.023921201,0.042300016,0.0,0.050448183,0.048535544,0.02228231,0.0,0.0,0.0
OSCAR MCINERNEY,BL,0.0,0.5932817,0.1816453,0.0,0.12692241,0.06405244,0.036957726,0.16119763,0.105893105,0.024392564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11994646,0.06348697,0.023283947,0.0
JACK HENRY,GE,0.0,0.68720776,0.123757906,0.03894462,0.032025203,0.0,0.0,0.0,0.0,0.0,0.0363109,0.028366761,0.02607623,0.10778301,0.028145742,0.037917696,0.0,0.053004697,0.028760482,0.107601926,0.09235742,0.07002772
SAM DE KONING,GE,0.0,0.61221945,0.037322868,0.03331825,0.18221794,0.038815197,0.027916307,0.032422192,0.051471554,0.11037811,0.026920954,0.04328287,0.045959808,0.055897467,0.03321323,0.0,0.0,0.0,0.0,0.052033696,0.031124491,0.08239581
COOPER SHARMAN,SK,0.0,0.0,0.0,0.057269473,0.06385649,0.05678594,0.022861851,0.022884658,0.89610237,0.035640065,0.022594476,0.04934909,0.056808103,0.0,0.02523839,0.023734747,0.025293931,0.022379424,0.0235615,0.022918504,0.025247348,0.02388355
MASON REDMAN,ES,0.0,0.052063,0.0335835,0.10672375,0.0,0.09831691,0.053351503,0.027503569,0.08770927,0.67846483,0.048216417,0.031103928,0.07399969,0.0,0.0,0.0,0.0,0.0,0.051800083,0.034456443,0.036899414,0.053142026
HARRY PETTY,ME,0.0,0.092099585,0.023001248,0.023447115,0.023259949,0.022651052,0.72013044,0.036284372,0.024743473,0.0,0.03565305,0.026358215,0.02280582,0.026447818,0.022147981,0.0,0.022943364,0.0,0.0,0.0,0.022090064,0.3075077
ADAM SAAD,CA,0.0,0.06603685,0.029266145,0.051684707,0.06323467,0.38393795,0.052158453,0.14886428,0.028971098,0.070854194,0.037167214,0.034406412,0.0,0.07467866,0.23044725,0.031719882,0.022090064,0.0,0.0,0.06084266,0.03469868,0.026746718
NICK HAYNES,CA,0.0,0.033126444,0.022106891,0.039729152,0.025357237,0.2858086,0.058413394,0.1305481,0.04092895,0.13831852,0.038830087,0.111579955,0.0,0.14262253,0.127571,0.04018373,0.031740613,0.023798415,0.036496542,0.045531876,0.03415978,0.039721094
CONNOR IDUN,GW,0.048417557,0.033881623,0.0,0.034108326,0.086228,0.046875704,0.05182408,0.026021076,0.048112895,0.052362926,0.029836087,0.087170616,0.14893943,0.028226053,0.12078632,0.057310805,0.0,0.2375278,0.050030433,0.11701145,0.07182091,0.04615578
CHARLIE CAMERON,BL,0.0,0.0,0.0,0.031419788,0.06282988,0.0247374,0.023626428,0.04365916,0.14509508,0.024124948,0.029875083,0.43241626,0.025642034,0.023484714,0.022090064,0.027721126,0.0,0.2751527,0.089973174,0.035293452,0.02228231,0.037824593
ANGUS SHELDRICK,SY,0.022421164,0.0,0.023019878,0.0,0.054766927,0.02600624,0.0,0.0,0.027762435,0.025354745,0.13747391,0.24909823,0.04131076,0.13770436,0.0,0.076275796,0.045629032,0.027547996,0.073197015,0.07334283,0.02606934,0.30422685
JAKE RICCARDI,GW,0.0,0.0,0.0,0.0,0.114974834,0.025198335,0.022470979,0.04633734,0.0,0.08136249,0.023117477,0.0878033,0.2545205,0.1786354,0.024572693,0.21409148,0.0,0.06341889,0.03963579,0.080562934,0.052389234,0.022667626
SAM BANKS,RI,0.0,0.055991985,0.026370132,0.0,0.022658674,0.029202083,0.037902944,0.03228685,0.024692176,0.3424714,0.08466908,0.08316257,0.13155696,0.029050844,0.0,0.027171494,0.07251555,0.040694658,0.059859384,0.15051264,0.02910032,0.050158903
WILLIE RIOLI,PA,0.0,0.024888508,0.3904911,0.032823678,0.024706637,0.24561842,0.27389106,0.0347057,0.024110781,0.0,0.03204441,0.029442336,0.0,0.02588941,0.032304853,0.022293173,0.06110976,0.03368497,0.02373005,0.0,0.0,0.0
CAM MACKENZIE,HW,0.03128551,0.085994855,0.04997182,0.5378158,0.0,0.031975884,0.030790286,0.22030148,0.0,0.0,0.03357755,0.022470979,0.0,0.0,0.0,0.0,0.20919608,0.03412175,0.022595162,0.0,0.0,0.0
CALLAN WARD,GW,0.22764976,0.02461972,0.0,0.022090064,0.049232204,0.667549,0.023650397,0.050726786,0.037441686,0.050855543,0.02889458,0.10297074,0.022503069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISAAC QUAYNOR,CW,0.027591346,0.046747744,0.03136115,0.0,0.02436043,0.045148157,0.02547196,0.027469875,0.026018377,0.022877477,0.06456278,0.26848745,0.058866948,0.25200033,0.0,0.032103848,0.02733405,0.07975765,0.03154906,0.05298736,0.13467917,0.023431376
JAEGER OMEARA,FR,0.0,0.11371512,0.5475979,0.0,0.02534338,0.31702316,0.033431534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240218,0.026325613,0.09474932,0.04896503,0.06640546
HUGO GARCIA,SK,0.0,0.05816903,0.023281831,0.49632412,0.040714756,0.049085155,0.041736383,0.02229756,0.22310977,0.025936013,0.031096578,0.0,0.0,0.0,0.0,0.0,0.10902488,0.054566156,0.032720853,0.0,0.0,0.08395619
BODHI UWLAND,GC,0.0,0.06988036,0.0,0.04360057,0.034121305,0.035257917,0.028110547,0.07836074,0.037935484,0.062116537,0.12904544,0.092242,0.027145786,0.025079293,0.0,0.036491353,0.042784244,0.32846817,0.12128921,0.022766056,0.030632487,0.044841275
JOE RICHARDS,PA,0.0,0.024113813,0.18977465,0.025000036,0.023459952,0.06117638,0.0,0.026940638,0.023754356,0.027443822,0.02278131,0.024981465,0.0,0.0383904,0.033496324,0.035251137,0.121700205,0.029118925,0.4815401,0.037679806,0.03604709,0.022750244
NATHAN ODRISCOLL,FR,0.0,0.050961524,0.2596264,0.60330635,0.029981755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041032292,0.061514158,0.12139528,0.035072695,0.025582349,0.023821725,0.03302918
JAMES JORDON,SY,0.07342254,0.03215062,0.22693852,0.0,0.065560274,0.024557251,0.025580144,0.022471456,0.06332909,0.024749756,0.053901635,0.024245305,0.026839089,0.34777683,0.0,0.054965325,0.02992823,0.027618717,0.052332927,0.034120966,0.029396787,0.0352839
OLIVER HOLLANDS,CA,0.0,0.035184182,0.03325709,0.031413753,0.108963475,0.090077125,0.0541793,0.17547452,0.03327025,0.03295963,0.0342489,0.03135333,0.0,0.21513724,0.16939369,0.035290286,0.031044506,0.037952986,0.029294522,0.0361158,0.02846348,0.02600746
DANIEL TURNER,ME,0.0,0.0,0.022364222,0.0,0.022384083,0.0,0.022684857,0.0,0.6303203,0.030921878,0.026207684,0.06555078,0.10010551,0.043250833,0.0347087,0.0,0.031460192,0.08594749,0.027201982,0.027206993,0.02954121,0.06895316
KIEREN BRIGGS,GW,0.024318324,0.0,0.0,0.051244672,0.120995075,0.055475637,0.02273316,0.02457655,0.033028103,0.07277316,0.040726155,0.0730218,0.08348349,0.0,0.0,0.0,0.0,0.3822809,0.044780303,0.1559872,0.054614604,0.028341565
WIL POWELL,GC,0.0,0.0510004,0.0,0.035125416,0.059716787,0.045637693,0.03969095,0.049574822,0.024542857,0.048449233,0.06322962,0.037843626,0.026344558,0.038106687,0.0,0.027982412,0.066210434,0.22099833,0.023921464,0.040223397,0.3027448,0.061718334
CONNOR OSULLIVAN,GE,0.0,0.06711473,0.079334624,0.024595326,0.3507827,0.031535912,0.026081663,0.035522368,0.0353559,0.02945045,0.02933819,0.0,0.09097019,0.049819726,0.06284284,0.028284729,0.0,0.039112784,0.029100653,0.12417983,0.03833718,0.059940137
TIM MEMBREY,CW,0.022364222,0.59919465,0.036499895,0.0,0.02497049,0.030174207,0.0,0.028215634,0.027667517,0.033856362,0.065998465,0.13687491,0.032436285,0.035154123,0.0,0.02338664,0.025977956,0.03216732,0.024275115,0.0,0.0297793,0.022387745
HARRY MORRISON,HW,0.039948147,0.05577722,0.027199345,0.037167046,0.0,0.026995633,0.06666047,0.18760124,0.034948263,0.035653353,0.092257835,0.0806991,0.022471724,0.15942317,0.035379864,0.0,0.045477998,0.03690222,0.036594324,0.11986041,0.057818726,0.031933874
JOSH WEDDLE,HW,0.05740051,0.026889037,0.029694669,0.08931156,0.0,0.03872512,0.035089515,0.101114124,0.13556606,0.13317502,0.05679244,0.048791878,0.025621664,0.18694805,0.22163078,0.0,0.031190714,0.0,0.0,0.0,0.0,0.0
ISAAC CUMMING,AD,0.0,0.06738941,0.024798337,0.033322506,0.071276695,0.032705437,0.05406978,0.033646822,0.07819971,0.03527847,0.022267377,0.06810517,0.3574674,0.02372686,0.12058846,0.0,0.033282813,0.033481523,0.037712377,0.053433623,0.0,0.0355094
TOM MCCARTIN,SY,0.026001822,0.03228013,0.045013707,0.0,0.09468342,0.026227703,0.023784695,0.023011275,0.03240733,0.11270408,0.04626135,0.028737227,0.12519678,0.40887082,0.0,0.037641373,0.0,0.065488055,0.028971963,0.0,0.0,0.050556358
CONNOR MACDONALD,HW,0.023678264,0.25451782,0.023606332,0.0,0.0,0.0,0.031320054,0.092047304,0.04372144,0.027723575,0.030341046,0.11277072,0.024534896,0.09437531,0.093799956,0.0,0.16853507,0.030523028,0.031368505,0.041841578,0.045507204,0.02550011
MAC ANDREW,GC,0.0,0.0,0.0,0.029494353,0.05095637,0.03118047,0.038076583,0.056697167,0.08536838,0.036837164,0.025429595,0.03458245,0.03947825,0.028523507,0.0,0.023835944,0.03305459,0.06846586,0.065598056,0.03830792,0.075201534,0.43032908
JACK GRAHAM,WC,0.0,0.06698902,0.0,0.030739201,0.036095705,0.06600445,0.22530013,0.03201766,0.04674773,0.0938592,0.17595755,0.044354394,0.025980925,0.08153988,0.1744195,0.0,0.043515295,0.033897385,0.0,0.0,0.0,0.0
TOM MCDONALD,ME,0.0,0.049820527,0.030868594,0.041942,0.033042993,0.025352182,0.22611842,0.1841684,0.049762785,0.030734856,0.09394921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28852797,0.037406918,0.02915143,0.054349158
CALLUM BROWN,GW,0.024894735,0.04288521,0.0,0.0,0.02497906,0.057214312,0.024101347,0.0,0.04972252,0.030240957,0.03276062,0.145353,0.14466587,0.028156757,0.24291942,0.0444245,0.0,0.06557326,0.06334611,0.08825026,0.04253835,0.022738436
ARCHIE PERKINS,ES,0.0,0.10037,0.02303968,0.0,0.0,0.055033114,0.044057474,0.02489404,0.1156594,0.03743434,0.0237973,0.5622657,0.025347859,0.022601739,0.02318914,0.024006747,0.0,0.02203566,0.0,0.025427083,0.022470979,0.022106891
ZACH REID,ES,0.0,0.03481028,0.02295535,0.087188475,0.0,0.16517541,0.024321279,0.06709758,0.31047288,0.3945215,0.029956015,0.036587793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RILEY BICE,SY,0.0,0.03442122,0.048947945,0.0,0.63186824,0.036759116,0.040018644,0.033933584,0.025820877,0.03440764,0.034618203,0.028232982,0.022090064,0.12653458,0.0,0.023748484,0.0,0.0,0.022818467,0.02373005,0.0,0.0
RYAN MARIC,WC,0.0,0.0241094,0.06637381,0.108479604,0.03457387,0.030644411,0.05171436,0.042996194,0.082901075,0.12863232,0.18859187,0.03934552,0.027665062,0.029898752,0.030922914,0.0,0.039359916,0.0321416,0.02565016,0.024980424,0.031636775,0.1250494
CHARLIE COMBEN,NM,0.0,0.02204819,0.35536024,0.03696734,0.022770125,0.032936655,0.029823791,0.024448887,0.033063304,0.30815396,0.036710724,0.091301404,0.0,0.02266918,0.0,0.03554609,0.0,0.0,0.023912864,0.022020862,0.026552455,0.03980935
NICK WATSON,HW,0.023561751,0.08591502,0.095728435,0.22155939,0.0,0.022528356,0.03492292,0.038185157,0.1921045,0.03476711,0.04272238,0.022171287,0.022090064,0.0,0.029640159,0.0,0.096788965,0.024839511,0.022430534,0.0396209,0.08069333,0.029851763
HARRY PERRYMAN,CW,0.061776083,0.043283857,0.034837652,0.0,0.12987572,0.04214177,0.033952862,0.03894355,0.04083237,0.041877016,0.034485344,0.25978976,0.047255866,0.089198224,0.0,0.0330897,0.030758223,0.033887126,0.026961299,0.043740157,0.064088084,0.024770327
SAM COLLINS,GC,0.0,0.10590756,0.0,0.048442572,0.029264651,0.031206746,0.022934964,0.037265167,0.032983318,0.031079229,0.1935785,0.1056832,0.025652425,0.028933635,0.0,0.06404729,0.031548943,0.0,0.0,0.0,0.027429191,0.3241207
BRADY HOUGH,WC,0.0,0.025317905,0.029493216,0.031823114,0.022452699,0.022664601,0.032137245,0.038421985,0.022450145,0.03348302,0.39643094,0.022636926,0.022431165,0.03553057,0.0,0.0,0.22643586,0.026166368,0.022090064,0.076632954,0.024726283,0.022175536
TRAVIS BOAK,PA,0.0,0.10008618,0.270528,0.0313516,0.0,0.052210655,0.024136605,0.0,0.0,0.0,0.0,0.028075263,0.0,0.2063966,0.0,0.0,0.08490428,0.14983116,0.033069696,0.025800237,0.02283417,0.078249425
ALIIR ALIIR,PA,0.0,0.025973983,0.118548535,0.03389448,0.13813075,0.051615834,0.08939858,0.046963755,0.02458472,0.028465794,0.04109819,0.033985168,0.0,0.20731762,0.023728427,0.0,0.036011428,0.024559868,0.046538927,0.042870935,0.048716165,0.033701412
RYAN ANGWIN,GW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033430915,0.0,0.42909586,0.051723257,0.039972074,0.5076013,0.022937609
STEVEN MAY,ME,0.0,0.0,0.0,0.03870197,0.17738745,0.023940397,0.0,0.18795615,0.042925667,0.036940046,0.11678668,0.04318669,0.05610556,0.08607802,0.07714103,0.0,0.02470214,0.10583561,0.0,0.055810202,0.0,0.0
RHYS STANLEY,GE,0.0,0.0,0.0,0.0,0.03569116,0.053062804,0.053588793,0.12555672,0.022964874,0.0,0.0,0.10982055,0.05545164,0.063034385,0.089086756,0.025782509,0.0,0.3088873,0.023273973,0.036242876,0.031376038,0.036004912
NATE CADDY,ES,0.0,0.033680484,0.022090064,0.042449683,0.0,0.026373297,0.022915998,0.11670683,0.03730366,0.48417053,0.022305977,0.04241163,0.026549177,0.02702072,0.022697387,0.035760213,0.0,0.05093035,0.023020046,0.0,0.026053388,0.0
SAM DRAPER,ES,0.0,0.10017218,0.034338318,0.041992553,0.0,0.79646903,0.08363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAYDEN MAYNARD,CW,0.028663496,0.17029956,0.029688692,0.0,0.054252863,0.045713775,0.0494386,0.056728184,0.076152235,0.0,0.1743808,0.02447021,0.0,0.0,0.0,0.0,0.0,0.14565282,0.043906208,0.039769858,0.08452361,0.024256017
ANTHONY CAMINITI,SK,0.0,0.025844889,0.20430481,0.10113749,0.09207867,0.02467132,0.05630525,0.02572063,0.032178815,0.02230947,0.028168883,0.025293106,0.13597277,0.0,0.035931338,0.028935302,0.03265168,0.028049784,0.02329413,0.03885307,0.05052031,0.027511664
HEATH CHAPMAN,FR,0.0,0.022090064,0.02526838,0.04590999,0.030069448,0.26583946,0.0,0.022818755,0.024439154,0.030581158,0.059769314,0.1319587,0.03535037,0.0,0.026991367,0.14208733,0.027959254,0.027411593,0.03737907,0.027254516,0.026289131,0.02632225
RYAN LESTER,BL,0.0,0.06393235,0.20025817,0.1021079,0.024147075,0.03569263,0.02411051,0.029360278,0.030003233,0.07148533,0.02951988,0.072456144,0.054324552,0.025081811,0.027206993,0.057233956,0.0,0.030510996,0.026873477,0.07221795,0.033363227,0.02373005
ELIJAH HEWETT,WC,0.0,0.024675319,0.030788753,0.02229756,0.0,0.0,0.2021991,0.024189066,0.05749763,0.022967577,0.030379707,0.03253664,0.102084495,0.27202734,0.036571175,0.0,0.02544679,0.048600033,0.024730653,0.0,0.031024838,0.045392256
LIAM DUGGAN,WC,0.0,0.039451417,0.031556774,0.028388647,0.03174659,0.03284909,0.022609113,0.028593984,0.030001488,0.056539077,0.13567734,0.041004453,0.03944373,0.050651994,0.030959347,0.0,0.10999253,0.14273193,0.03332223,0.09103614,0.023465656,0.031527627
JACK DARLING,NM,0.0,0.0566285,0.06583658,0.025409259,0.02389841,0.072116606,0.022470979,0.022605466,0.022277413,0.02418982,0.4348465,0.02228231,0.0,0.025137039,0.022090064,0.024093615,0.022885634,0.0,0.030870818,0.026378304,0.022711808,0.06106701
TOM MITCHELL,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874406,0.07987131,0.0,0.55538213,0.0
JYE MENZIE,ES,0.0,0.0,0.022090064,0.023937317,0.0,0.90294266,0.025209965,0.022090064,0.022976406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAD CLOSE,GE,0.0,0.048061155,0.02243887,0.025086265,0.0786947,0.056165576,0.024785658,0.022228424,0.039821934,0.022090064,0.07150368,0.029011536,0.03997161,0.16271424,0.074932255,0.023023628,0.0,0.082885556,0.026765494,0.030762836,0.048008103,0.078231655
DYLAN STEPHENS,NM,0.0,0.0,0.024030812,0.025287194,0.025593156,0.034034085,0.033179037,0.026392905,0.1245046,0.06477778,0.07131684,0.09650658,0.0,0.060613938,0.2108852,0.037206125,0.022533596,0.026052753,0.022539923,0.022400137,0.027374059,0.04489721
JAYDEN SHORT,RI,0.0,0.18522161,0.032643374,0.0874342,0.08569136,0.038984653,0.055691756,0.06788661,0.028031038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761746,0.051276278,0.05362382,0.036862295
JASON JOHANNISEN,WB,0.0,0.0,0.0,0.0,0.0,0.023302682,0.2827942,0.03718052,0.06326766,0.050243665,0.09330319,0.02664994,0.0,0.0,0.0,0.0,0.027531976,0.042336278,0.04158206,0.03447078,0.20837307,0.05390567
JORDON SWEET,PA,0.0,0.043125387,0.06821706,0.047752265,0.044548426,0.06522303,0.04284374,0.034352284,0.045118805,0.0,0.0,0.0,0.0,0.0,0.028713912,0.022481922,0.042334113,0.033552073,0.042776424,0.29895574,0.065053016,0.042415652
JACK SILVAGNI,CA,0.0,0.0754929,0.022427756,0.061406247,0.031499177,0.11599528,0.14554344,0.10420999,0.0,0.178615,0.022745037,0.0,0.0,0.096480064,0.048388276,0.034939688,0.025888659,0.0,0.0,0.0,0.0,0.0
BRODIE KEMP,CA,0.0,0.023212926,0.023283014,0.8650883,0.022359366,0.025112193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANE RAMPE,SY,0.027671084,0.04262234,0.048877362,0.0,0.045819595,0.025527572,0.04511666,0.025254864,0.029645083,0.02236851,0.028665572,0.022502812,0.026699914,0.06788299,0.0,0.024807815,0.022481104,0.0,0.0,0.02374036,0.0273981,0.39940137
COREY DURDIN,CA,0.0,0.0,0.0,0.0,0.0,0.6237275,0.07066723,0.02285488,0.02246659,0.023261786,0.023049813,0.022090064,0.0,0.0,0.025106728,0.022415658,0.0,0.0,0.022292348,0.022890873,0.023493838,0.027227966
HAYDEN MCLEAN,SY,0.0,0.0,0.027180262,0.0,0.02684331,0.02445152,0.21706817,0.02278284,0.025096921,0.022487137,0.0,0.022213047,0.025432745,0.029958716,0.0,0.02732512,0.033237547,0.3315615,0.024308965,0.06310251,0.022090064,0.0
JAXON PRIOR,ES,0.0,0.03100782,0.034241904,0.084549956,0.0,0.03239492,0.050961927,0.02378821,0.03293775,0.16840169,0.026265994,0.16668788,0.022273436,0.02849618,0.06500405,0.03765418,0.0,0.022277413,0.027014477,0.024639277,0.025627354,0.03170219
CALEB WINDSOR,ME,0.0,0.02709105,0.0,0.0,0.025441764,0.022790495,0.030875668,0.07209182,0.090525314,0.07207348,0.022829639,0.33330393,0.023625163,0.02277932,0.024443913,0.0,0.0,0.0,0.02373005,0.029342515,0.022090064,0.085055746
JAKE WATERMAN,WC,0.0,0.023088468,0.0,0.0,0.0,0.036026757,0.6740876,0.023088468,0.031518254,0.029563475,0.068092674,0.037953615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JESSE MOTLOP,CA,0.0,0.026989665,0.03962277,0.028464153,0.022942841,0.07997798,0.34208456,0.02266918,0.02450509,0.026981778,0.022470979,0.0248366,0.0,0.042935442,0.026404874,0.033078022,0.022723844,0.024063982,0.039232373,0.02320128,0.021845382,0.022259986
JACK BUCKLEY,GW,0.036778063,0.03196099,0.0,0.036473032,0.04287077,0.03119337,0.029218065,0.13316332,0.022832166,0.0263418,0.039981034,0.032190118,0.11028777,0.14083424,0.025271239,0.028160438,0.0,0.028514992,0.03969766,0.03705182,0.042034492,0.0
SAM CLOHESY,GC,0.0,0.04257429,0.0,0.11571763,0.022822589,0.040371183,0.0,0.0,0.0,0.037066404,0.14946285,0.28582042,0.030182648,0.022502255,0.0,0.028753864,0.028239923,0.034181032,0.030987311,0.025851354,0.0,0.0
JOEL AMARTEY,SY,0.05390734,0.022843823,0.027909067,0.0,0.56557566,0.022090064,0.0,0.0,0.0,0.0,0.03717596,0.0,0.0,0.0,0.0,0.12210242,0.0,0.027906356,0.0,0.0,0.0,0.0
